               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.013095,           0.0062681,           0.0025561,             0.99701,             0.99879,               0.995,             0.93829,           0.0087536,           0.0023515,          0.00010504,            0.005116,            0.005116,            0.005116
                 150,            0.012976,           0.0062098,           0.0019478,             0.99706,             0.99879,               0.995,             0.93897,           0.0087385,           0.0023468,          0.00010416,            0.005083,            0.005083,            0.005083
                 151,            0.012648,             0.00624,            0.001997,             0.99703,              0.9988,               0.995,             0.93882,           0.0087216,           0.0023417,          0.00010404,             0.00505,             0.00505,             0.00505
                 152,            0.012889,           0.0061384,           0.0018654,             0.99688,              0.9988,               0.995,             0.93993,           0.0087068,           0.0023382,          0.00010364,            0.005017,            0.005017,            0.005017
                 153,            0.012843,            0.006177,           0.0020898,             0.99701,             0.99882,               0.995,             0.94057,           0.0086947,           0.0023335,          0.00010344,            0.004984,            0.004984,            0.004984
                 154,            0.013008,           0.0061712,           0.0024865,             0.99723,             0.99881,               0.995,             0.94042,           0.0086863,           0.0023295,          0.00010294,            0.004951,            0.004951,            0.004951
                 155,            0.012868,           0.0061401,           0.0022025,             0.99725,             0.99881,               0.995,             0.94006,           0.0086712,           0.0023259,           0.0001024,            0.004918,            0.004918,            0.004918
                 156,            0.012621,           0.0061115,           0.0019368,              0.9972,              0.9988,               0.995,             0.94031,           0.0086621,           0.0023221,          0.00010202,            0.004885,            0.004885,            0.004885
                 157,            0.012638,           0.0061174,           0.0020153,             0.99715,             0.99881,               0.995,             0.94058,           0.0086482,           0.0023191,          0.00010165,            0.004852,            0.004852,            0.004852
                 158,            0.013006,           0.0061776,            0.002209,             0.99719,             0.99886,               0.995,             0.94163,           0.0086357,           0.0023152,          0.00010135,            0.004819,            0.004819,            0.004819
                 159,            0.012543,           0.0060461,           0.0017586,             0.99724,             0.99889,               0.995,              0.9418,           0.0086242,           0.0023111,          0.00010077,            0.004786,            0.004786,            0.004786
                 160,            0.012585,           0.0060309,           0.0019661,             0.99726,             0.99892,               0.995,             0.94164,           0.0086147,           0.0023066,           0.0001004,            0.004753,            0.004753,            0.004753
                 161,            0.012525,           0.0061337,           0.0018559,             0.99712,             0.99892,               0.995,             0.94201,           0.0086001,           0.0023027,          9.9816e-05,             0.00472,             0.00472,             0.00472
                 162,            0.012558,           0.0060738,           0.0019399,             0.99682,             0.99904,               0.995,             0.94219,           0.0085862,           0.0022988,          9.9651e-05,            0.004687,            0.004687,            0.004687
                 163,              0.0125,           0.0060631,            0.002117,             0.99711,             0.99889,               0.995,             0.94268,           0.0085737,            0.002295,          9.9242e-05,            0.004654,            0.004654,            0.004654
                 164,            0.012524,           0.0060357,           0.0020752,             0.99711,              0.9989,               0.995,             0.94278,           0.0085571,           0.0022915,          9.8653e-05,            0.004621,            0.004621,            0.004621
                 165,            0.012507,           0.0059593,           0.0018334,             0.99713,             0.99887,               0.995,              0.9427,           0.0085357,            0.002287,          9.8675e-05,            0.004588,            0.004588,            0.004588
                 166,            0.012409,           0.0059646,           0.0016735,             0.99715,             0.99889,               0.995,             0.94274,           0.0085149,           0.0022832,          9.8147e-05,            0.004555,            0.004555,            0.004555
                 167,             0.01221,            0.005927,           0.0018222,              0.9972,             0.99889,               0.995,             0.94282,           0.0084972,           0.0022786,          9.7756e-05,            0.004522,            0.004522,            0.004522
                 168,            0.012207,           0.0059327,           0.0018025,             0.99727,             0.99887,               0.995,             0.94315,            0.008479,           0.0022734,          9.7364e-05,            0.004489,            0.004489,            0.004489
                 169,            0.012527,           0.0060615,           0.0020063,             0.99727,             0.99899,               0.995,             0.94293,           0.0084672,           0.0022685,          9.6812e-05,            0.004456,            0.004456,            0.004456
                 170,            0.012166,           0.0058568,           0.0017453,             0.99727,             0.99903,               0.995,             0.94374,           0.0084561,           0.0022632,          9.6231e-05,            0.004423,            0.004423,            0.004423
                 171,            0.012054,           0.0058617,           0.0016666,             0.99729,             0.99908,               0.995,             0.94395,           0.0084358,           0.0022587,          9.5734e-05,             0.00439,             0.00439,             0.00439
                 172,            0.011985,           0.0058768,           0.0017958,             0.99729,             0.99929,               0.995,             0.94429,           0.0084135,           0.0022542,          9.5475e-05,            0.004357,            0.004357,            0.004357
                 173,            0.012127,           0.0058932,           0.0017474,              0.9973,             0.99934,               0.995,             0.94417,           0.0083984,           0.0022504,          9.4684e-05,            0.004324,            0.004324,            0.004324
                 174,            0.012044,           0.0058769,           0.0016631,             0.99694,             0.99945,               0.995,             0.94474,           0.0083803,           0.0022455,          9.4036e-05,            0.004291,            0.004291,            0.004291
                 175,            0.011881,           0.0057417,           0.0014772,             0.99693,             0.99946,               0.995,             0.94472,            0.008369,           0.0022407,          9.3636e-05,            0.004258,            0.004258,            0.004258
                 176,            0.012084,           0.0058221,           0.0017276,             0.99693,             0.99947,               0.995,             0.94561,           0.0083493,           0.0022358,          9.3305e-05,            0.004225,            0.004225,            0.004225
                 177,            0.011865,           0.0058126,           0.0016387,             0.99694,             0.99947,               0.995,             0.94565,           0.0083333,           0.0022311,          9.2854e-05,            0.004192,            0.004192,            0.004192
                 178,            0.012053,           0.0058516,           0.0018488,             0.99691,             0.99946,               0.995,              0.9455,           0.0083185,           0.0022274,          9.2407e-05,            0.004159,            0.004159,            0.004159
                 179,            0.011803,           0.0056695,           0.0016256,             0.99691,             0.99946,               0.995,             0.94538,           0.0083081,           0.0022229,          9.2151e-05,            0.004126,            0.004126,            0.004126
                 180,            0.011745,           0.0057759,           0.0016155,             0.99689,             0.99947,               0.995,             0.94554,           0.0083022,           0.0022185,          9.1809e-05,            0.004093,            0.004093,            0.004093
                 181,            0.011807,           0.0057704,           0.0017563,             0.99688,             0.99948,               0.995,             0.94562,           0.0082861,           0.0022145,          9.1137e-05,             0.00406,             0.00406,             0.00406
                 182,            0.011832,           0.0057367,           0.0016631,             0.99687,             0.99948,               0.995,             0.94565,           0.0082748,           0.0022101,          9.0906e-05,            0.004027,            0.004027,            0.004027
                 183,            0.011746,           0.0056891,           0.0017077,             0.99683,             0.99948,               0.995,             0.94636,           0.0082616,           0.0022053,          9.0611e-05,            0.003994,            0.003994,            0.003994
                 184,            0.011535,           0.0056089,           0.0015025,             0.99685,             0.99949,               0.995,             0.94643,           0.0082495,           0.0022009,          9.0197e-05,            0.003961,            0.003961,            0.003961
                 185,            0.011598,           0.0056674,           0.0015123,             0.99685,             0.99949,               0.995,              0.9468,           0.0082349,           0.0021967,          8.9739e-05,            0.003928,            0.003928,            0.003928
                 186,             0.01165,           0.0057223,           0.0015756,             0.99681,             0.99949,               0.995,             0.94694,           0.0082243,           0.0021928,           8.928e-05,            0.003895,            0.003895,            0.003895
                 187,            0.011485,           0.0055677,           0.0015197,             0.99677,              0.9995,               0.995,             0.94788,           0.0082083,           0.0021897,           8.888e-05,            0.003862,            0.003862,            0.003862
                 188,            0.011468,           0.0056311,           0.0015608,              0.9968,             0.99949,               0.995,             0.94812,           0.0081894,           0.0021865,          8.8514e-05,            0.003829,            0.003829,            0.003829
                 189,            0.011371,           0.0055258,           0.0013402,             0.99688,             0.99948,               0.995,             0.94835,           0.0081718,           0.0021815,          8.8237e-05,            0.003796,            0.003796,            0.003796
                 190,            0.011343,           0.0055976,           0.0016903,             0.99709,             0.99947,               0.995,             0.94834,           0.0081545,           0.0021763,          8.8086e-05,            0.003763,            0.003763,            0.003763
                 191,            0.011415,           0.0055792,           0.0015222,             0.99722,             0.99946,               0.995,             0.94822,           0.0081371,           0.0021715,          8.8252e-05,             0.00373,             0.00373,             0.00373
                 192,            0.011248,           0.0055584,           0.0015089,             0.99725,             0.99946,               0.995,             0.94838,           0.0081129,           0.0021661,          8.7877e-05,            0.003697,            0.003697,            0.003697
                 193,            0.011213,             0.00549,           0.0013428,             0.99735,             0.99946,               0.995,             0.94926,           0.0080893,           0.0021615,          8.7489e-05,            0.003664,            0.003664,            0.003664
                 194,            0.011416,           0.0055528,           0.0015958,             0.99737,             0.99946,               0.995,             0.94922,            0.008071,           0.0021569,          8.6621e-05,            0.003631,            0.003631,            0.003631
                 195,            0.011269,           0.0055225,           0.0015127,              0.9974,             0.99946,               0.995,             0.94957,           0.0080579,           0.0021522,          8.6678e-05,            0.003598,            0.003598,            0.003598
                 196,            0.011241,           0.0054694,           0.0014409,             0.99742,             0.99947,               0.995,              0.9498,           0.0080395,           0.0021472,           8.633e-05,            0.003565,            0.003565,            0.003565
                 197,            0.011152,           0.0054669,            0.001382,             0.99743,             0.99947,               0.995,              0.9496,           0.0080299,           0.0021429,          8.6041e-05,            0.003532,            0.003532,            0.003532
                 198,            0.011149,           0.0053996,           0.0011703,             0.99747,             0.99946,               0.995,             0.94988,           0.0080176,           0.0021383,          8.5751e-05,            0.003499,            0.003499,            0.003499
                 199,             0.01094,           0.0053774,           0.0012623,             0.99748,             0.99946,               0.995,             0.94997,           0.0080119,           0.0021342,          8.5541e-05,            0.003466,            0.003466,            0.003466
                 200,            0.010973,           0.0054083,            0.001402,              0.9975,             0.99945,               0.995,             0.94968,           0.0080029,            0.002131,          8.5166e-05,            0.003433,            0.003433,            0.003433
                 201,            0.011001,           0.0054408,           0.0014286,             0.99753,             0.99946,               0.995,             0.94987,           0.0079969,           0.0021271,          8.4405e-05,              0.0034,              0.0034,              0.0034
                 202,            0.011116,            0.005355,           0.0013039,             0.99752,             0.99945,               0.995,             0.94927,           0.0079873,           0.0021225,          8.3929e-05,            0.003367,            0.003367,            0.003367
                 203,            0.010895,           0.0053624,            0.001337,             0.99753,             0.99945,               0.995,              0.9498,           0.0079779,           0.0021188,          8.3268e-05,            0.003334,            0.003334,            0.003334
                 204,            0.010794,            0.005367,           0.0011661,             0.99746,             0.99947,               0.995,             0.95022,           0.0079702,           0.0021149,          8.2788e-05,            0.003301,            0.003301,            0.003301
                 205,            0.010803,           0.0053515,           0.0012955,             0.99694,             0.99896,             0.99498,             0.95047,           0.0079631,           0.0021114,          8.2451e-05,            0.003268,            0.003268,            0.003268
                 206,            0.010809,           0.0052748,           0.0012254,             0.99692,             0.99897,             0.99498,             0.95094,            0.007957,           0.0021078,          8.2099e-05,            0.003235,            0.003235,            0.003235
                 207,            0.010718,           0.0052447,            0.001153,             0.99692,             0.99897,             0.99498,             0.95099,           0.0079461,           0.0021038,          8.1566e-05,            0.003202,            0.003202,            0.003202
                 208,            0.010742,           0.0052897,           0.0012644,             0.99692,             0.99897,             0.99498,             0.95156,           0.0079315,           0.0021004,          8.1159e-05,            0.003169,            0.003169,            0.003169
                 209,            0.010818,           0.0052879,           0.0011421,             0.99691,             0.99897,             0.99498,             0.95122,           0.0079223,           0.0020961,          8.0864e-05,            0.003136,            0.003136,            0.003136
                 210,            0.010683,            0.005245,           0.0012344,             0.99692,             0.99897,             0.99498,             0.95175,           0.0079121,           0.0020926,          8.0426e-05,            0.003103,            0.003103,            0.003103
                 211,            0.010482,           0.0052483,           0.0012879,             0.99679,             0.99899,             0.99498,             0.95172,           0.0079003,           0.0020883,          7.9692e-05,             0.00307,             0.00307,             0.00307
                 212,            0.010639,           0.0051876,           0.0010492,              0.9968,             0.99898,             0.99498,             0.95199,           0.0078899,           0.0020844,          7.9447e-05,            0.003037,            0.003037,            0.003037
                 213,            0.010675,           0.0052179,           0.0012785,             0.99678,             0.99897,             0.99498,             0.95284,           0.0078836,           0.0020796,          7.8682e-05,            0.003004,            0.003004,            0.003004
                 214,            0.010464,           0.0051852,           0.0010587,             0.99676,             0.99898,             0.99498,             0.95313,           0.0078743,           0.0020753,          7.8083e-05,            0.002971,            0.002971,            0.002971
                 215,            0.010456,           0.0051408,            0.001066,             0.99676,             0.99897,             0.99498,             0.95289,           0.0078571,           0.0020709,          7.8014e-05,            0.002938,            0.002938,            0.002938
                 216,            0.010304,           0.0051121,           0.0011549,             0.99674,             0.99897,             0.99498,             0.95311,           0.0078484,           0.0020671,           7.769e-05,            0.002905,            0.002905,            0.002905
                 217,            0.010402,            0.005124,           0.0010995,             0.99672,             0.99897,             0.99498,             0.95304,           0.0078346,           0.0020632,          7.7211e-05,            0.002872,            0.002872,            0.002872
                 218,            0.010269,           0.0050619,            0.001086,              0.9967,             0.99895,             0.99498,             0.95327,           0.0078222,           0.0020598,          7.6915e-05,            0.002839,            0.002839,            0.002839
                 219,            0.010246,           0.0051033,           0.0011802,             0.99669,             0.99894,             0.99498,              0.9533,           0.0078082,           0.0020555,          7.6595e-05,            0.002806,            0.002806,            0.002806
                 220,            0.010197,           0.0050378,           0.0011852,             0.99667,             0.99896,             0.99498,             0.95391,            0.007792,            0.002051,          7.6228e-05,            0.002773,            0.002773,            0.002773
                 221,            0.010253,           0.0050872,           0.0010544,             0.99662,             0.99897,             0.99498,              0.9543,           0.0077784,           0.0020474,          7.5738e-05,             0.00274,             0.00274,             0.00274
                 222,            0.010129,           0.0050402,          0.00093981,             0.99659,             0.99897,             0.99498,             0.95421,           0.0077633,           0.0020441,           7.516e-05,            0.002707,            0.002707,            0.002707
                 223,            0.010113,           0.0050499,           0.0011726,             0.99658,             0.99895,             0.99498,             0.95517,           0.0077538,           0.0020403,          7.4775e-05,            0.002674,            0.002674,            0.002674
                 224,            0.010035,           0.0050333,          0.00086796,             0.99655,             0.99895,             0.99498,             0.95567,           0.0077412,            0.002036,          7.4337e-05,            0.002641,            0.002641,            0.002641
                 225,           0.0099541,           0.0050375,           0.0011233,             0.99651,             0.99895,             0.99498,             0.95513,           0.0077245,           0.0020317,          7.3802e-05,            0.002608,            0.002608,            0.002608
                 226,           0.0099111,           0.0049621,           0.0010602,             0.99648,             0.99892,             0.99498,             0.95531,           0.0077133,           0.0020278,          7.3454e-05,            0.002575,            0.002575,            0.002575
                 227,           0.0097592,           0.0049833,          0.00096138,              0.9965,             0.99889,             0.99498,             0.95534,           0.0077017,           0.0020228,          7.3007e-05,            0.002542,            0.002542,            0.002542
                 228,            0.010071,           0.0049532,            0.001042,              0.9965,              0.9989,             0.99498,              0.9553,           0.0076892,           0.0020189,          7.2813e-05,            0.002509,            0.002509,            0.002509
                 229,           0.0099453,           0.0049612,           0.0011734,             0.99651,             0.99888,             0.99498,             0.95562,           0.0076774,           0.0020151,          7.2094e-05,            0.002476,            0.002476,            0.002476
                 230,           0.0098711,           0.0049861,           0.0010583,             0.99654,             0.99886,             0.99498,             0.95622,           0.0076632,           0.0020115,          7.1884e-05,            0.002443,            0.002443,            0.002443
                 231,           0.0097449,           0.0048978,          0.00091802,             0.99654,             0.99882,             0.99498,             0.95629,            0.007654,           0.0020084,          7.1307e-05,             0.00241,             0.00241,             0.00241
                 232,           0.0098695,           0.0047765,          0.00099901,             0.99662,             0.99877,             0.99498,              0.9569,           0.0076416,           0.0020044,          7.0971e-05,            0.002377,            0.002377,            0.002377
                 233,           0.0095602,           0.0047856,          0.00091007,             0.99667,             0.99871,             0.99498,             0.95693,           0.0076261,           0.0020001,          7.0685e-05,            0.002344,            0.002344,            0.002344
                 234,           0.0095928,           0.0048451,           0.0009668,              0.9967,             0.99868,             0.99498,             0.95696,            0.007618,           0.0019965,          7.0315e-05,            0.002311,            0.002311,            0.002311
                 235,           0.0095473,           0.0048528,          0.00092881,             0.99671,             0.99867,             0.99498,             0.95708,           0.0076123,            0.001993,          7.0156e-05,            0.002278,            0.002278,            0.002278
                 236,           0.0094839,           0.0048464,           0.0010255,             0.99672,             0.99865,             0.99498,             0.95772,           0.0076019,           0.0019898,          6.9725e-05,            0.002245,            0.002245,            0.002245
                 237,           0.0094363,           0.0047731,           0.0007723,             0.99671,             0.99865,             0.99498,             0.95843,           0.0075971,           0.0019865,          6.9208e-05,            0.002212,            0.002212,            0.002212
                 238,           0.0092479,           0.0047452,          0.00079914,             0.99681,             0.99864,             0.99499,             0.95855,           0.0075856,           0.0019829,          6.8934e-05,            0.002179,            0.002179,            0.002179
                 239,           0.0093694,           0.0047314,          0.00081733,             0.99684,             0.99863,             0.99499,             0.95892,           0.0075762,           0.0019794,          6.8547e-05,            0.002146,            0.002146,            0.002146
                 240,           0.0092608,            0.004645,          0.00085176,             0.99692,             0.99865,             0.99498,             0.95888,           0.0075629,           0.0019758,          6.8081e-05,            0.002113,            0.002113,            0.002113
                 241,           0.0092447,           0.0046757,          0.00086219,             0.99704,             0.99865,             0.99498,             0.95897,           0.0075487,           0.0019718,          6.7604e-05,             0.00208,             0.00208,             0.00208
                 242,            0.009169,           0.0046437,          0.00070779,             0.99714,             0.99864,             0.99498,             0.95926,           0.0075431,           0.0019684,           6.695e-05,            0.002047,            0.002047,            0.002047
                 243,           0.0091198,           0.0046212,          0.00079294,             0.99721,             0.99865,             0.99499,             0.95947,           0.0075318,           0.0019644,          6.6473e-05,            0.002014,            0.002014,            0.002014
                 244,           0.0090823,           0.0046268,          0.00077445,             0.99723,             0.99866,             0.99499,             0.95947,           0.0075235,           0.0019611,          6.6022e-05,            0.001981,            0.001981,            0.001981
                 245,           0.0091103,           0.0046049,          0.00090336,             0.99726,             0.99867,             0.99499,             0.95959,           0.0075085,           0.0019574,          6.5665e-05,            0.001948,            0.001948,            0.001948
                 246,           0.0091028,           0.0046248,           0.0007335,             0.99729,             0.99867,             0.99499,              0.9597,           0.0074925,           0.0019529,          6.5091e-05,            0.001915,            0.001915,            0.001915
                 247,            0.008928,           0.0045532,          0.00069953,              0.9973,             0.99868,             0.99499,             0.95992,           0.0074767,           0.0019489,          6.4587e-05,            0.001882,            0.001882,            0.001882
                 248,           0.0088667,           0.0045403,          0.00069887,              0.9973,             0.99868,             0.99499,             0.96026,           0.0074677,           0.0019456,          6.4027e-05,            0.001849,            0.001849,            0.001849
                 249,           0.0087774,           0.0044925,          0.00068128,              0.9976,             0.99844,             0.99499,             0.96024,           0.0074509,            0.001942,          6.3504e-05,            0.001816,            0.001816,            0.001816
                 250,           0.0088268,            0.004526,          0.00070608,             0.99833,             0.99823,             0.99499,             0.96043,           0.0074383,            0.001938,          6.3087e-05,            0.001783,            0.001783,            0.001783
                 251,           0.0087163,           0.0044655,          0.00066501,             0.99836,             0.99816,             0.99499,             0.96064,           0.0074311,           0.0019351,          6.2603e-05,             0.00175,             0.00175,             0.00175
                 252,            0.008676,           0.0044659,          0.00061351,             0.99896,              0.9981,             0.99499,             0.96081,           0.0074216,           0.0019314,          6.2199e-05,            0.001717,            0.001717,            0.001717
                 253,           0.0087533,           0.0044601,          0.00072035,             0.99898,              0.9981,             0.99499,             0.96124,           0.0074038,           0.0019274,          6.1809e-05,            0.001684,            0.001684,            0.001684
                 254,           0.0085089,           0.0044845,          0.00066082,               0.999,             0.99809,             0.99499,             0.96162,           0.0073908,           0.0019234,          6.1375e-05,            0.001651,            0.001651,            0.001651
                 255,           0.0086307,           0.0044113,          0.00066826,             0.99901,             0.99809,             0.99499,             0.96219,           0.0073794,           0.0019205,          6.0908e-05,            0.001618,            0.001618,            0.001618
                 256,           0.0085037,           0.0044027,          0.00053129,             0.99901,             0.99812,             0.99499,             0.96213,           0.0073677,           0.0019174,          6.0259e-05,            0.001585,            0.001585,            0.001585
                 257,           0.0084358,           0.0044061,           0.0005258,             0.99903,             0.99813,             0.99499,             0.96231,           0.0073535,           0.0019137,          5.9781e-05,            0.001552,            0.001552,            0.001552
                 258,           0.0085257,           0.0043149,          0.00064574,             0.99905,             0.99811,             0.99499,             0.96256,           0.0073402,           0.0019105,          5.9229e-05,            0.001519,            0.001519,            0.001519
                 259,           0.0084965,           0.0043515,          0.00062526,             0.99907,             0.99811,             0.99499,             0.96289,           0.0073253,           0.0019068,          5.8697e-05,            0.001486,            0.001486,            0.001486
                 260,           0.0084765,           0.0043681,          0.00069323,             0.99909,             0.99809,             0.99499,             0.96273,           0.0073112,           0.0019035,          5.8108e-05,            0.001453,            0.001453,            0.001453
                 261,           0.0083057,           0.0043435,          0.00062881,             0.99909,              0.9981,             0.99499,             0.96295,           0.0072943,           0.0018994,          5.7482e-05,             0.00142,             0.00142,             0.00142
                 262,           0.0082948,           0.0043136,          0.00063312,             0.99909,             0.99813,             0.99499,             0.96242,           0.0072792,            0.001896,          5.6999e-05,            0.001387,            0.001387,            0.001387
                 263,           0.0081965,           0.0042808,           0.0004941,             0.99908,             0.99818,             0.99499,             0.96274,           0.0072712,           0.0018929,          5.6384e-05,            0.001354,            0.001354,            0.001354
                 264,           0.0082104,           0.0041909,          0.00054536,             0.99909,              0.9982,             0.99499,             0.96317,           0.0072594,           0.0018897,          5.5793e-05,            0.001321,            0.001321,            0.001321
                 265,           0.0081062,           0.0042511,          0.00052899,             0.99908,             0.99824,             0.99499,             0.96302,           0.0072403,           0.0018865,          5.5221e-05,            0.001288,            0.001288,            0.001288
                 266,           0.0080102,           0.0041763,          0.00058392,             0.99906,             0.99825,             0.99499,             0.96332,             0.00723,            0.001883,          5.4801e-05,            0.001255,            0.001255,            0.001255
                 267,           0.0080415,           0.0041643,           0.0004874,             0.99906,             0.99827,             0.99499,             0.96337,           0.0072214,           0.0018797,           5.384e-05,            0.001222,            0.001222,            0.001222
                 268,           0.0078842,           0.0041056,          0.00048942,             0.99904,              0.9983,             0.99499,             0.96342,           0.0072074,           0.0018766,          5.3362e-05,            0.001189,            0.001189,            0.001189
                 269,           0.0078684,           0.0041548,          0.00042695,             0.99903,             0.99832,             0.99499,             0.96325,            0.007198,           0.0018732,          5.2863e-05,            0.001156,            0.001156,            0.001156
                 270,           0.0078596,           0.0041346,          0.00048438,             0.99903,             0.99833,             0.99499,             0.96369,           0.0071802,           0.0018695,           5.221e-05,            0.001123,            0.001123,            0.001123
                 271,           0.0077893,           0.0041203,          0.00041048,             0.99862,             0.99888,             0.99499,             0.96392,           0.0071712,           0.0018667,          5.1631e-05,             0.00109,             0.00109,             0.00109
                 272,            0.007754,           0.0040983,           0.0004031,             0.99912,             0.99941,               0.995,             0.96345,           0.0071573,           0.0018636,          5.0874e-05,            0.001057,            0.001057,            0.001057
                 273,           0.0076435,           0.0040272,          0.00043554,             0.99912,             0.99942,               0.995,             0.96406,           0.0071455,           0.0018605,          5.0342e-05,            0.001024,            0.001024,            0.001024
                 274,           0.0076329,             0.00405,          0.00044972,             0.99954,             0.99885,               0.995,             0.96446,           0.0071334,            0.001857,          4.9902e-05,            0.000991,            0.000991,            0.000991
                 275,           0.0076007,            0.004081,          0.00045274,             0.99954,             0.99885,               0.995,             0.96474,            0.007124,           0.0018539,          4.9391e-05,            0.000958,            0.000958,            0.000958
                 276,           0.0074593,           0.0039986,          0.00038015,             0.99953,             0.99884,               0.995,             0.96478,           0.0071127,           0.0018514,           4.878e-05,            0.000925,            0.000925,            0.000925
                 277,           0.0075643,           0.0039553,          0.00043364,             0.99953,             0.99885,               0.995,             0.96471,           0.0071036,           0.0018485,          4.7817e-05,            0.000892,            0.000892,            0.000892
                 278,           0.0073912,            0.003952,          0.00043007,             0.99952,             0.99885,               0.995,             0.96535,           0.0070906,           0.0018453,          4.7168e-05,            0.000859,            0.000859,            0.000859
                 279,           0.0074252,           0.0039822,          0.00045346,             0.99952,             0.99885,               0.995,             0.96543,           0.0070809,           0.0018428,          4.6382e-05,            0.000826,            0.000826,            0.000826
                 280,           0.0073462,            0.003964,          0.00038327,             0.99952,             0.99884,               0.995,             0.96578,           0.0070717,           0.0018402,          4.5724e-05,            0.000793,            0.000793,            0.000793
                 281,           0.0072196,           0.0039404,          0.00039114,             0.99951,             0.99884,               0.995,             0.96592,           0.0070643,            0.001838,          4.5108e-05,             0.00076,             0.00076,             0.00076
                 282,           0.0071964,           0.0038875,          0.00032734,             0.99952,             0.99885,               0.995,             0.96566,           0.0070594,           0.0018353,          4.4327e-05,            0.000727,            0.000727,            0.000727
                 283,           0.0070755,           0.0038221,          0.00041319,             0.99952,             0.99885,               0.995,             0.96594,            0.007054,           0.0018324,          4.3837e-05,            0.000694,            0.000694,            0.000694
                 284,           0.0071059,           0.0038094,          0.00038621,             0.99951,             0.99885,               0.995,             0.96601,           0.0070487,           0.0018294,          4.3149e-05,            0.000661,            0.000661,            0.000661
                 285,           0.0070986,           0.0038866,          0.00030906,             0.99952,             0.99885,               0.995,             0.96618,           0.0070402,           0.0018266,          4.2422e-05,            0.000628,            0.000628,            0.000628
                 286,           0.0070436,           0.0037951,          0.00032677,             0.99951,             0.99886,               0.995,             0.96663,           0.0070317,           0.0018236,           4.161e-05,            0.000595,            0.000595,            0.000595
                 287,           0.0069331,           0.0037988,            0.000342,             0.99951,             0.99886,               0.995,             0.96655,           0.0070231,           0.0018205,          4.0881e-05,            0.000562,            0.000562,            0.000562
                 288,           0.0068822,           0.0037295,          0.00029793,             0.99951,             0.99886,               0.995,             0.96668,           0.0070082,           0.0018173,          4.0124e-05,            0.000529,            0.000529,            0.000529
                 289,           0.0069112,           0.0037528,          0.00034613,             0.99952,             0.99885,               0.995,             0.96733,           0.0069973,           0.0018144,          3.9369e-05,            0.000496,            0.000496,            0.000496
                 290,            0.006789,           0.0037919,          0.00036218,             0.99952,             0.99885,               0.995,             0.96725,           0.0069861,           0.0018114,          3.8408e-05,            0.000463,            0.000463,            0.000463
                 291,           0.0067763,           0.0037068,          0.00028525,             0.99952,             0.99885,               0.995,             0.96754,           0.0069788,           0.0018085,          3.7606e-05,             0.00043,             0.00043,             0.00043
                 292,           0.0066635,           0.0037188,          0.00024903,             0.99951,             0.99885,               0.995,             0.96785,           0.0069692,           0.0018057,          3.6953e-05,            0.000397,            0.000397,            0.000397
                 293,           0.0067383,           0.0036886,          0.00032765,             0.99951,             0.99885,               0.995,             0.96796,           0.0069605,           0.0018031,          3.6216e-05,            0.000364,            0.000364,            0.000364
                 294,            0.006761,           0.0037069,          0.00035749,             0.99951,             0.99885,               0.995,             0.96837,           0.0069523,           0.0017998,          3.5543e-05,            0.000331,            0.000331,            0.000331
                 295,            0.006692,           0.0036689,          0.00025982,             0.99952,             0.99885,               0.995,             0.96844,           0.0069427,           0.0017969,          3.4876e-05,            0.000298,            0.000298,            0.000298
                 296,           0.0065789,            0.003617,          0.00038788,             0.99951,             0.99885,               0.995,             0.96865,           0.0069348,           0.0017946,          3.4032e-05,            0.000265,            0.000265,            0.000265
                 297,           0.0065785,            0.003629,          0.00028046,             0.99951,             0.99885,               0.995,             0.96907,           0.0069289,           0.0017915,          3.3324e-05,            0.000232,            0.000232,            0.000232
                 298,           0.0064653,           0.0036304,          0.00028482,             0.99951,             0.99885,               0.995,             0.96876,           0.0069261,           0.0017889,          3.2411e-05,            0.000199,            0.000199,            0.000199
                 299,           0.0065351,           0.0036363,          0.00026248,             0.99951,             0.99885,               0.995,             0.96931,           0.0069171,            0.001786,          3.1724e-05,            0.000166,            0.000166,            0.000166
